Time,variable,DAPI,Hoechst,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,rod_shape,coccus_shape
1,83,2290,0.19000995685363425,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
2,83,2257,0.18727182210421506,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
3,83,2260,0.18752074344507136,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
4,83,2207,0.18312313308994357,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
5,83,2157,0.1789744440756721,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
6,83,2161,0.1793063391968138,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
7,83,2148,0.17822768005310322,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
8,83,2133,0.17698307334882177,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
9,83,2179,0.18079986724195155,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
10,83,2173,0.18030202456023897,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
11,83,2187,0.18146365748423499,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
12,83,2217,0.18395287089279788,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
13,83,2247,0.18644208430136078,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
14,83,2302,0.1910056422170594,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
15,83,2349,0.1949054098904746,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
16,83,2385,0.19789246598075008,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
17,83,2432,0.2017922336541653,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
18,83,2532,0.21008961168270826,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
0,83,2657,0.20429032754113485,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
1,83,2540,0.1952944794710134,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
2,83,2455,0.1887590342918653,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
3,83,2435,0.1872212824850069,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
4,83,2407,0.1850684299554052,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
5,83,2356,0.18114716284791635,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
6,83,2349,0.18060894971551592,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
7,83,2389,0.18368445332923267,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
8,83,2328,0.17899431031831461,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
9,83,2340,0.17991696140242966,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
10,83,2345,0.18030139935414424,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
11,83,2380,0.18299246501614638,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
12,83,2441,0.18768260802706443,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
13,83,2462,0.18929724742426574,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
14,83,2519,0.1936798400738121,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
15,83,2571,0.19767799477164386,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
16,83,2645,0.20336767645701984,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
17,83,2719,0.20905735814239582,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
18,83,2815,0.216438566815316,83,Staphylococcus,capitis,0,1,NIST0083,+/-,+,-,rare/ emerging,opportunistic,environmental,Low,+,1.0,0.0
0,87,2401,0.22336961577821193,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
1,87,2360,0.21955530747046237,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
2,87,2312,0.21508977579309704,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
3,87,2403,0.22355567959810216,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
4,87,2467,0.22950972183458926,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
5,87,2593,0.24123174248767326,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
6,87,2630,0.24467392315564238,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
7,87,2651,0.24662759326448971,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
8,87,2662,0.24765094427388595,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
9,87,2713,0.2523955716810866,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
10,87,2715,0.25258163550097684,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
11,87,2744,0.2552795608893851,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
12,87,2745,0.25537259279933017,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
13,87,2741,0.2550004651595497,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
14,87,2710,0.2521164759512513,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
15,87,2723,0.25332589078053774,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
16,87,2736,0.2545353056098242,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
17,87,2800,0.2604893478463113,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
18,87,2831,0.26337333705460975,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
0,87,2295,0.19261435165757448,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
1,87,2347,0.19697859840537138,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
2,87,2370,0.1989089383130508,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
3,87,2452,0.20579101972303818,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
4,87,2562,0.21502308015107008,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
5,87,2659,0.22316407889215276,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
6,87,2731,0.22920688208141,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
7,87,2726,0.2287872429710449,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
8,87,2830,0.23751573646663868,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
9,87,2839,0.23827108686529586,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
10,87,2787,0.23390684011749896,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
11,87,2829,0.23743180864456567,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
12,87,2833,0.23776751993285775,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
13,87,2809,0.23575325220310533,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
14,87,2868,0.24070499370541334,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
15,87,2838,0.23818715904322282,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
16,87,2883,0.2419639110365086,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
17,87,2935,0.2463281577843055,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
18,87,2951,0.24767100293747377,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
0,87,2138,0.21558939195321167,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
1,87,2184,0.2202278914994454,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
2,87,2210,0.22284965211253402,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
3,87,2254,0.22728647776545327,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
4,87,2352,0.2371684985378643,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
5,87,2402,0.24221034587072704,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
6,87,2441,0.24614298679035998,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
7,87,2467,0.24876474740344862,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
8,87,2541,0.2562266814560855,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
9,87,2531,0.25521831198951295,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
10,87,2546,0.2567308661893718,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
11,87,2580,0.2601593223757185,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
12,87,2547,0.25683170313602904,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
13,87,2587,0.26086518100231926,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
14,87,2630,0.2652011697085812,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
15,87,2641,0.266310376121811,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
16,87,2595,0.2616718765755773,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
17,87,2635,0.2657053544418675,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
18,87,2713,0.27357063628113343,87,Listeria,innocua,0,1,NIST0087,+,+,+,common,healthy/opportunistic,environmental,High,+,1.0,0.0
0,dh5a,2153,0.17188248443238066,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
1,dh5a,2370,0.1892064505827878,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
2,dh5a,2324,0.18553408909468305,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
3,dh5a,2264,0.18074405237106816,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
4,dh5a,2283,0.18226089733354622,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
5,dh5a,2220,0.1772313587737506,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
6,dh5a,2234,0.17834903400926075,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
7,dh5a,2216,0.17691202299217626,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
8,dh5a,2405,0.19200063867156314,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
9,dh5a,2638,0.21060194794826761,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
10,dh5a,2760,0.22034168928628453,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
11,dh5a,2778,0.221778700303369,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
12,dh5a,2805,0.2239342168289957,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
13,dh5a,2825,0.22553089573686733,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
14,dh5a,2893,0.23095960402363086,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
15,dh5a,3003,0.2397413380169248,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
16,dh5a,3189,0.2545904518601309,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
17,dh5a,3699,0.2953057640108574,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
18,dh5a,4730,0.37761456171163976,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
0,dh5a,2404,0.19338749899444935,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
1,dh5a,2568,0.20658032338508567,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
2,dh5a,2526,0.20320167323626417,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
3,dh5a,2516,0.20239723272464002,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
4,dh5a,2527,0.2032821172874266,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
5,dh5a,2498,0.2009492398037165,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
6,dh5a,2419,0.1945941597618856,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
7,dh5a,2408,0.19370927519909903,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
8,dh5a,2525,0.20312122918510175,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
9,dh5a,2738,0.22025581208269648,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
10,dh5a,2842,0.2286219934035878,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
11,dh5a,2820,0.22685222427801463,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
12,dh5a,2877,0.23143753519427238,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
13,dh5a,2882,0.23183975545008448,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
14,dh5a,2957,0.2378730592872657,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
15,dh5a,3096,0.2490547823988416,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
16,dh5a,3276,0.26353471160807657,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
17,dh5a,4299,0.3458289759472287,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
18,dh5a,4974,0.4001287104818599,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
0,dh5a,2299,0.20680039579023118,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
1,dh5a,2100,0.18889988306197716,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
2,dh5a,2122,0.19087883421786453,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
3,dh5a,2065,0.18575155167761087,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
4,dh5a,2067,0.1859314563281461,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
5,dh5a,2038,0.18332283889538545,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
6,dh5a,1980,0.17810560402986417,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
7,dh5a,2010,0.18080417378789243,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
8,dh5a,2190,0.1969955923360619,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
9,dh5a,2377,0.2138166771611046,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
10,dh5a,2413,0.2170549608707385,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
11,dh5a,2438,0.2193037690024287,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
12,dh5a,2455,0.22083295853197804,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
13,dh5a,2452,0.22056310155617523,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
14,dh5a,2571,0.2312674282630206,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
15,dh5a,2695,0.242421516596204,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
16,dh5a,2989,0.2688675002248808,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
17,dh5a,3947,0.35504182783124943,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
18,dh5a,4205,0.37824952775029236,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
0,dh5a,1999,0.2195738137082601,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
1,dh5a,2140,0.23506151142355008,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
2,dh5a,2097,0.2303383128295255,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
3,dh5a,2085,0.2290202108963093,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
4,dh5a,2030,0.22297891036906853,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
5,dh5a,2035,0.2235281195079086,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
6,dh5a,2004,0.22012302284710017,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
7,dh5a,1960,0.21528998242530756,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
8,dh5a,2164,0.23769771528998243,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
9,dh5a,2735,0.30041739894551844,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
10,dh5a,3059,0.336006151142355,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
11,dh5a,3251,0.3570957820738137,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
12,dh5a,3121,0.34281634446397186,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
13,dh5a,2961,0.3252416520210896,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
14,dh5a,2599,0.28547891036906853,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
15,dh5a,2371,0.2604349736379613,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
16,dh5a,2248,0.2469244288224956,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
17,dh5a,2374,0.26076449912126537,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
18,dh5a,2570,0.2822934973637961,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
0,dh5a,1829,0.19683598794662074,dh5a,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,0.0,0.0
