,Unnamed: 0,Unnamed: 0.1,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,PE-Texas Red-A,file_name,Organism,Time,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,index_col,scaled_FSC-A,scaled_FSC-H,scaled_FSC-W,scaled_SSC-A,scaled_SSC-H,scaled_SSC-W,scaled_FITC-A,scaled_PE-Texas Red-A,org_index,Foe_prob_predictions
252,252,21479,4.848515485216451,4.80016010968929,4.864835281068771,3.844495802459453,3.7948364578145615,4.866139271498806,2.005395031886706,1.371437325856662,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,21479,0.3932867675029215,0.4737937277842974,0.17748743878662498,0.6260305129862234,0.4599311188912512,0.7091377926694014,0.3876056634861788,0.4348915187372848,0,0.1
253,253,13995,4.918738299011451,4.845228308819483,4.889989898964542,3.9042447488657177,3.8725641430906514,4.848160528847225,3.706034660714351,2.0768224177903583,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-2\MD-Jurkat NFkB-IV&V-Isolates_Rep-2/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,13995,0.4680295880448604,0.5127323988812016,0.2148540230077991,0.6607380121296682,0.4946924573959661,0.6980159124889336,0.6927385002701261,0.6414753727034508,0,0.1
254,254,12498,5.317935037325411,5.1133382594234025,5.02107670397142,4.3176288476814495,4.168350140185944,4.96575865842764,2.6024072959591398,2.901785165243844,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-November-Isolates-1\MD-Jurkat NFkB-IV&V-Isolates/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,12498,0.8929212800785944,0.744377891398309,0.4095803416452144,0.90086824234334,0.6269737305801937,0.7707636197111296,0.4947230342937778,0.8830795484881544,0,0.1
255,255,21355,5.110175418017851,4.968137243344789,4.958518119239515,3.9285976104399003,3.8714561740229536,4.873621409696039,2.6269867127516564,1.9643539422407976,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,21355,0.6717888716408114,0.6189250284674435,0.3166510578521464,0.6748843188524551,0.4941969519955649,0.7137663390664426,0.4991331321447646,0.608537093465035,0,0.1
256,256,31366,5.14570710897959,4.921015010707509,5.0411720272552385,4.202902257803991,4.086466611271582,4.932915611093801,2.821644525535953,2.4431690796178054,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,31366,0.7096076182501063,0.5782116839489682,0.4394314645304007,0.8342248409212076,0.5903538176567309,0.7504464905165444,0.5340591032971462,0.748766136505229,0,0.1
257,257,30322,4.9405446157329225,4.8156574280753235,4.94136711226617,3.8969669019331534,3.8426092396105616,4.870837635582002,1.963787827345556,1.7951845737525969,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30322,0.4912395041577584,0.4871833238889582,0.291173646539324,0.6565103917050248,0.4812960396839394,0.7120442607906807,0.3801403991602832,0.5589930068165466,0,0.1
258,258,24078,4.941879296644986,4.829104273254443,4.929254996512959,3.9354266665218764,3.910464315995614,4.841442281234062,2.3130231232158605,1.5843311984815618,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,24078,0.4926600939988655,0.4988013226514161,0.2731813878111522,0.6788512416581574,0.5116421547278369,0.6938599185785503,0.4428010326817117,0.4972410597122277,0,0.1
259,259,23012,4.990233272703782,4.876604606224116,4.930108618607182,3.9655064703046734,3.907572578798552,4.8744138632716885,3.0577649725206326,2.3554706897987825,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,23012,0.5441264531453722,0.5398413437349356,0.2744494230486181,0.6963242654823394,0.5103489133915391,0.7142565609850582,0.5764243996185049,0.7230821922843838,0,0.1
260,260,12503,4.895081133631448,4.740410064490044,4.97115102478679,3.912098723616957,3.824125833916549,4.904452820425525,3.3292107116373333,2.061452496344505,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-November-Isolates-1\MD-Jurkat NFkB-IV&V-Isolates/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,12503,0.4428496903596093,0.4221700240876531,0.3354169373835463,0.6653002988032735,0.4730298997652302,0.7328390441256007,0.6251278444904158,0.6369740334438738,0,0.1
261,261,30691,4.988566899178126,4.901714354325431,4.903332513444618,3.698204989616845,3.6858312746260635,4.8288537131714975,1.3502480109381718,1.5385737031271884,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30691,0.5423528207508133,0.5615360251624928,0.2346741582118508,0.5410518051291042,0.4111818726204448,0.6860724693476011,0.2700576153142174,0.4838402098130156,0,0.1
262,262,14729,4.996916035506167,4.823063215636842,4.990332748866226,4.053109181401151,4.006080782716094,4.863508315945212,2.4038066000867944,1.9278833946829903,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-2\MD-Jurkat NFkB-IV&V-Isolates_Rep-2/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,14729,0.5512393629515939,0.4935818827760912,0.3639109304663073,0.7472117070728683,0.5544037055766673,0.7075102499099164,0.4590896216109454,0.5978560819765524,0,0.1
263,263,24252,5.0083060186121235,4.952308009662125,4.872478003286162,4.263418293563328,4.242342621024643,4.837555592684247,2.425534210548101,2.791157093539331,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,24252,0.563362481027573,0.6052486594094137,0.1888405201412482,0.8693779337473204,0.6600646127298626,0.6914555633248183,0.4629880415373148,0.8506802623805998,0,0.1
264,264,19626,4.893516518200307,4.847776186982394,4.86222024809346,4.086425320325923,4.06822297934645,4.834682322264131,2.292300394324984,2.9277859767197163,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,19626,0.4411843658864498,0.5149337513136311,0.1736028697457428,0.7665646820246272,0.5821949092490974,0.6896781214893181,0.4390829110143148,0.8906943221803639,0,0.1
265,265,16700,4.982117746721303,4.861223662668179,4.93737400186737,3.9747234740686497,3.933689708957895,4.8575136974026405,2.559427807069813,1.5996647654615028,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-3\MD-Jurkat NFkB-IV&V-Isolates_Rep-3/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,16700,0.5354885580037365,0.5265522948303083,0.28524197639273474,0.7016783205658914,0.522029003941205,0.7038019021989479,0.4870115514222627,0.5017317519567731,0,0.1
266,266,20733,4.7713118258533385,4.66838591669,4.919405856091088,3.8113035000590814,3.7798849631926434,4.8478984794498965,1.7718078868441345,1.371437325856662,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,20733,0.3111137678022331,0.35994156463403915,0.2585507249004708,0.6067494732956376,0.4532445185652827,0.697853805379725,0.3456948982688366,0.4348915187372848,0,0.1
267,267,29901,4.997323163515425,4.8799269556700935,4.933876153357972,3.978198801246419,3.9413623357117613,4.853316363583149,2.0236639119224082,1.5504729627035294,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,29901,0.5516726964238536,0.5427118350091087,0.28004600595657525,0.7036970995118073,0.5254603524351698,0.7012053778077547,0.3908835097127787,0.4873251075387183,0,0.1
268,268,15672,4.915632742648488,4.795226346759703,4.936886333187043,3.6792006957270496,3.6503075231319366,4.84537311914864,2.0755469613925306,1.6268533990190093,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-2\MD-Jurkat NFkB-IV&V-Isolates_Rep-2/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,15672,0.4647241374458933,0.4695309843045711,0.2845175562130686,0.5300124219504134,0.3952949573436229,0.6962915851940652,0.40019249075583135,0.5096943992661827,0,0.1
269,269,18739,4.706130355776717,4.650433809651895,4.872176447663013,3.976559523110645,3.904661457915525,4.888378020277044,1.8627275374082457,1.7929517210596833,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,18739,0.2417367853472303,0.3444310449118335,0.1883925664638575,0.7027448610554767,0.5090470032924082,0.7228949671319507,0.3620079198083601,0.5583390784589507,0,0.1
270,270,21971,5.116556276378528,4.938804824957756,4.9942313757143255,4.006228096218915,3.9511917579347062,4.871516246273979,2.741632119258403,2.032618773145354,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,21971,0.6785804444300751,0.5935819836133556,0.3697022475544882,0.7199790055496891,0.5298562619747873,0.7124640580452284,0.5197030856602944,0.6285295940436233,0,0.1
271,271,29375,5.115646259419533,4.945896759705427,4.986229437169552,3.9941587356863,3.9458131265873377,4.8648255544203405,2.321391290958269,1.999304556408522,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,29375,0.6776118527348611,0.5997093754308658,0.35781555892320416,0.7129680481095471,0.5274508330173471,0.7083251104801689,0.4443024693874324,0.6187729669699029,0,0.1
272,272,18009,4.961725683077729,4.928262675512426,4.849942914044573,4.123990397110468,4.105782597814442,4.834687733741063,2.260667536990012,3.0677587721059143,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,18009,0.5137839256909249,0.5844736256618814,0.15536518318456505,0.7883858177724923,0.5989923039873588,0.6896814690981703,0.43340726796179135,0.9316877027493092,0,0.1
273,273,23300,4.7980641743270125,4.687947893397918,4.926596238870753,4.030056213513103,3.9297764328049016,4.9167596566255085,2.615381828442378,3.174036548915116,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,23300,0.3395880751246452,0.3768430027153444,0.2692318668216949,0.7338204941502524,0.5202789104380545,0.7404522104225673,0.4970509559977342,0.9628129320393328,0,0.1
274,274,29925,4.918265524131674,4.789474945760063,4.945270542384503,3.8420597964174963,3.809492376937342,4.84904732837084,1.9283958678859767,1.8335295564803265,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,29925,0.4675263822334399,0.4645618061214254,0.2969720987707403,0.6246154641410141,0.4664855320828327,0.698564498017793,0.373790288998092,0.5702229780801086,0,0.1
275,275,30528,4.991522613072866,4.800730821561191,5.007271774402005,3.9563221452122166,3.89619541045421,4.876606679831497,1.722633916258426,2.0541532356657446,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30528,0.5454987840249812,0.4742868196384213,0.3890734484154956,0.6909891930760055,0.5052608215663681,0.7156130653585047,0.33687198664993523,0.6348363225404744,0,0.1
276,276,31346,4.930273341450947,4.833669736350549,4.9130835528020045,3.740109958679904,3.7178368674869255,4.8387530455702805,1.627365872221996,1.874365819800221,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,31346,0.4803071024366332,0.5027458571421493,0.2491590943337805,0.5653939360843983,0.4254953986636905,0.6921963229974115,0.3197787659352485,0.5821825626455762,0,0.1
277,277,12507,4.9406822086212765,4.804984018965762,4.9521781048010345,3.8178984018296216,3.760422483423212,4.873955844998616,3.9275920898658567,1.8524800215587989,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-November-Isolates-1\MD-Jurkat NFkB-IV&V-Isolates/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,12507,0.4913859534383596,0.4779615583243047,0.30723311779595003,0.6105803784633337,0.4445405176034205,0.7139732250225665,0.7324908650401751,0.5757729395906789,0,0.1
278,278,26938,5.306581459322906,5.1164217676985375,5.006639631747162,4.179712628017408,4.113542279953964,4.882650275894137,2.133538908370217,2.0236639119224082,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,26938,0.8808369103803457,0.7470420252414041,0.3881344155965572,0.8207542426200756,0.6024625853495633,0.7193517111898866,0.4105975448260604,0.6259070127552985,0,0.1
279,279,24826,5.032149036801154,4.9510167803006295,4.897612187930972,4.004286981256286,3.9556877503135057,4.865079163452972,2.2957869536662003,1.5504729627035294,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,24826,0.5887401942431572,0.6041330444882878,0.22617675125604197,0.7188514334341121,0.5318669575517743,0.7084819962718094,0.43970847784479866,0.4873251075387183,0,0.1
280,280,17037,5.093408660510442,4.9342761972062466,4.975612439742419,3.998394472342102,3.9302356527662847,4.884638783393917,3.7769625605942574,2.0879942518528707,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-3\MD-Jurkat NFkB-IV&V-Isolates_Rep-3/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,17037,0.6539428942479804,0.5896692746536099,0.3420442627667377,0.7154285404729355,0.5204842825711504,0.7205818273653675,0.7054645540034516,0.6447472316680025,0,0.1
281,281,31363,5.060130290516836,4.88141319029326,4.995197046342368,4.133308920639025,4.075437461585613,4.874351381118792,2.64738297011462,2.0650565885232868,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,31363,0.6185225073118854,0.5439959333818251,0.3711367282133553,0.7937988445593822,0.5854213665707202,0.7142179087260314,0.5027926775084268,0.638029552281536,0,0.1
282,282,15536,4.884848753903703,4.742662299348295,4.9586664054075005,4.07352407264264,3.9641653106217363,4.925838723240865,2.6077765906613912,3.2674251781928745,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-2\MD-Jurkat NFkB-IV&V-Isolates_Rep-2/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,15536,0.4319586867045793,0.4241159423641978,0.31687133341378715,0.7590704905811112,0.5356582880477456,0.7460686371662697,0.4956864060136034,0.9901633583149004,0,0.1
283,283,31745,5.039524506918117,4.9014637704771316,4.954540682920358,4.021056914402854,3.9866373956101535,4.850899458318954,2.4471580313422194,1.946059058884488,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,31745,0.5965903986079937,0.5613195221240002,0.3107426711765884,0.7285929012813033,0.5457082432267073,0.6997102492953311,0.4668678392729264,0.6031791300563567,0,0.1
284,284,17432,5.002078241936782,4.974124662046094,4.844433536355094,4.301828337837348,4.274434970074042,4.843873310458719,2.6788824091183203,3.0727937968131886,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-3\MD-Jurkat NFkB-IV&V-Isolates_Rep-3/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,17432,0.5567338432777502,0.6240981246201445,0.14718113418437007,0.8916899017220459,0.6744169378345546,0.6953637843535843,0.5084443823242953,0.933162294175664,0,0.1
285,285,30901,4.996511330125251,4.8623222360429414,4.950669008072174,3.929418925714293,3.891648943870559,4.854249948135251,2.0492180226701806,1.8455941045072977,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30901,0.5508086080441288,0.5275014560602047,0.3049913906406987,0.6753614117703561,0.5032275529394519,0.7017829051536899,0.3954684894884968,0.5737562833005795,0,0.1
286,286,29820,4.790045696050969,4.683803241250684,4.922722417726669,3.9488040459328113,3.817433144111385,4.9478508590067865,2.4747988099175107,3.088802088590381,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,29820,0.3310534743244622,0.37326204652257466,0.2634773980144951,0.6866220127323381,0.4700367982081979,0.7596856259206644,0.4718272139897262,0.9378505908926832,0,0.1
287,287,17677,5.1338341422159015,5.027447465927921,4.922866624534129,4.255520918723423,4.109105863755288,4.9628949764161945,2.6478717653062325,2.246203038830481,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-3\MD-Jurkat NFkB-IV&V-Isolates_Rep-3/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,17677,0.6969704284799914,0.6701687278923316,0.2636916137834868,0.8647904364443928,0.6004785334035652,0.768992109387884,0.5028803783128154,0.6910813282046202,0,0.1
288,288,21963,5.290347170009842,5.0723454980688,5.034481624331515,4.297846052260272,4.112001395486189,5.002324605666939,2.425680900913741,2.2087100117099783,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,21963,0.863557674371739,0.7089603756655531,0.4294930307462419,0.8893766362743927,0.6017734717294843,0.7933837824089367,0.4630143610741748,0.6801008664285165,0,0.1
289,289,30328,4.715897758614748,4.5293918513764115,5.0029858354052585,3.9000829848974905,3.8454081396217936,4.871154775110905,2.1953460668009805,2.0650565885232868,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30328,0.25213288311134097,0.2398514723267721,0.3827067883790631,0.6583204896786392,0.4825477624180681,0.7122404473599699,0.4216871332761041,0.638029552281536,0,0.1
290,290,22594,5.124669407498756,4.953073167011008,4.9880761895456605,4.228775984787235,4.1543022196846655,4.890953691360641,2.0811311904304532,2.283436919007161,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,22594,0.6872157905602165,0.6059097510642966,0.3605588654796135,0.8492546014629676,0.6206912262434472,0.7244883102111199,0.4011944265091263,0.7019858944521532,0,0.1
291,291,24471,4.987716911511106,4.889301702506312,4.914895138118125,3.976111432389725,3.952114084906993,4.840477294428747,2.4149733479708178,1.513750141960735,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,24471,0.5414481222315493,0.5508115636585202,0.2518501610623289,0.7024845701340809,0.5302687446054201,0.6932629653970945,0.4610931862708211,0.4765702136172174,0,0.1
292,292,17599,5.218598682065942,5.044398630953638,4.990679956142976,4.245359621831949,4.1620862402408525,4.899753322431584,2.199206470783898,2.0824262789358485,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\IV&V\Jurkat-NFkB-IV&V-Isolates_Rep-3\MD-Jurkat NFkB-IV&V-Isolates_Rep-3/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,17599,0.7871909771584695,0.6848144393337616,0.36442669858501375,0.8588878519743823,0.6241723922207982,0.7299318745526301,0.4223797762079001,0.6431165574205153,0,0.1
293,293,30005,5.0325106647772975,4.8704975435894164,4.978493081618117,4.106231712745681,4.048441803550404,4.874269855353152,3.183440673087967,2.1158101332886976,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_E coli_005.fcs,e coli,005.fcs,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,30005,0.5891250989979389,0.5345648758953008,0.346323387486712,0.7780699953278822,0.5733483812015279,0.7141674758445649,0.5989734349219784,0.6528935790379569,0,0.1
294,294,26156,4.887003327142121,4.772886215949433,4.930597066459635,4.097826289263739,4.016908043972075,4.897398244742637,2.090610723965114,1.8853611941455428,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_E coli-5h_005.fcs,e coli,5h,e coli,escherichia coli,dh5 alpha,0,0,Escherichia coli DH5α,-,-,-,no reported infections,0,Laboratory ,Low,-,26156,0.4342519425882543,0.4502292366716141,0.2751750006698721,0.7731873782133274,0.5592458682148738,0.7284749933691246,0.4028952671280254,0.5854027424225974,0,0.1
