IVV,Documented cytotoxins,Healthy/ opportunistic/ nosocomial,Common Name,Common/ rare/ emerging,Species,Reservoir,Location,Documented immune evasion,Documented adhesins/ adherence,Strain Name,Foe,Gram stain,coccus_shape,Strain ID,rod_shape,Genus,Name,antibiotic,DD,DD^2,DD^2_std,index_col
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Rifampin,34,1156,80.82903769,3
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Rifampin,34,1156,80.82903769,32
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Rifampin,36,1296,80.82903769,61
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Ciprofloxacin,32,1024,66.0025252,90
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Ciprofloxacin,34,1156,66.0025252,119
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Ciprofloxacin,33,1089,66.0025252,148
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Imipenem,41,1681,123.5165306,177
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Imipenem,42,1764,123.5165306,206
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Imipenem,39,1521,123.5165306,235
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Doxycycline,34,1156,39.83716857,264
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Doxycycline,34,1156,39.83716857,293
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Doxycycline,35,1225,39.83716857,322
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Azithromycin,24,576,28.29016319,351
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Azithromycin,25,625,28.29016319,380
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Azithromycin,24,576,28.29016319,409
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Meropenem,38,1444,44.45597073,438
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Meropenem,39,1521,44.45597073,467
1,+/-,opportunistic,NIST0018,common,epidermidis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus epidermidis 1457,0,+,1,nist0018,0,Staphylococcus,nist0018,Meropenem,39,1521,44.45597073,496
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Rifampin,27,729,64.66323015,10
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Rifampin,29,841,64.66323015,39
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Rifampin,27,729,64.66323015,68
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Ciprofloxacin,15,225,36.95041723,97
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Ciprofloxacin,17,289,36.95041723,126
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Ciprofloxacin,17,289,36.95041723,155
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Imipenem,45,2025,51.38417396,184
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Imipenem,45,2025,51.38417396,213
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Imipenem,44,1936,51.38417396,242
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Doxycycline,38,1444,44.45597073,271
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Doxycycline,38,1444,44.45597073,300
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Doxycycline,39,1521,44.45597073,329
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Azithromycin,29,841,34.06366588,358
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Azithromycin,30,900,34.06366588,387
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Azithromycin,30,900,34.06366588,416
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Meropenem,40,1600,46.7653718,445
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Meropenem,41,1681,46.7653718,474
1,-,NaN,NIST0032,no reported infections,radiodurans,environmental/ irradiated meat products,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Deinococcus radiodurans,0,+,1,nist0032,0,Deinococcus,nist0032,Meropenem,40,1600,46.7653718,503
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Rifampin,9,81,9.814954576,16
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Rifampin,9,81,9.814954576,45
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Rifampin,8,64,9.814954576,74
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Ciprofloxacin,35,1225,39.83716857,103
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Ciprofloxacin,34,1156,39.83716857,132
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Ciprofloxacin,35,1225,39.83716857,161
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Imipenem,25,625,29.44486373,190
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Imipenem,26,676,29.44486373,219
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Imipenem,25,625,29.44486373,248
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Doxycycline,11,121,23.09401077,277
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Doxycycline,9,81,23.09401077,306
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Doxycycline,9,81,23.09401077,335
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Azithromycin,25,625,96.25140692,364
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Azithromycin,21,441,96.25140692,393
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Azithromycin,22,484,96.25140692,422
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Meropenem,32,1024,36.37306696,451
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Meropenem,31,961,36.37306696,480
1,-,opportunistic,NIST0056,no reported infections,coli,cultured from bird,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,-,Escherichia coli,0,-,0,nist0056,1,Escherichia,nist0056,Meropenem,32,1024,36.37306696,509
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Rifampin,42,1764,47.92007234,22
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Rifampin,41,1681,47.92007234,51
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Rifampin,41,1681,47.92007234,80
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Ciprofloxacin,30,900,62.00268811,109
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Ciprofloxacin,31,961,62.00268811,138
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Ciprofloxacin,32,1024,62.00268811,167
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Imipenem,45,2025,90.00185183,196
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Imipenem,46,2116,90.00185183,225
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Imipenem,44,1936,90.00185183,254
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Doxycycline,33,1089,64.00260411,283
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Doxycycline,32,1024,64.00260411,312
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Doxycycline,31,961,64.00260411,341
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Azithromycin,25,625,0,370
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Azithromycin,25,625,0,399
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Azithromycin,25,625,0,428
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Meropenem,39,1521,45.61067127,457
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Meropenem,40,1600,45.61067127,486
1,+,opportunistic,NIST0083,rare,capitis,skin commensal,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Staphylococcus capitis,0,+,1,nist0083,0,Staphylococcus,nist0083,Meropenem,39,1521,45.61067127,515
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Rifampin,22,484,0,23
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Rifampin,22,484,0,52
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Rifampin,22,484,0,81
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Ciprofloxacin,19,361,0,110
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Ciprofloxacin,19,361,0,139
1,+/-,opportunistic,NIST0087,rare/ emerging,innocua,environmental,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_Yes_3_10_5_2021_11_02_06 -> Antibiotic Resistance Data 9-27-2021.xlsx,-,+,Listeria innocua,0,+,0,nist0087,1,Listeria,nist0087,Ciprofloxacin,19,361,0,168
