Foe,Strain ID,Documented immune evasion,Common/ rare/ emerging,rod_shape,IVV,Healthy/ opportunistic/ nosocomial,Documented adhesins/ adherence,Common Name,Reservoir,coccus_shape,Threat Level,Name,Genus,Strain Name,Species,Location,Documented cytotoxins,antibiotic,DD,DD^2,DD^2_std,index_col
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,25,625,28.29016319,40
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,25,625,28.29016319,53
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,24,576,28.29016319,66
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,22,484,25.98076211,79
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,22,484,25.98076211,92
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,23,529,25.98076211,105
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,20,400,23.67136104,118
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,20,400,23.67136104,131
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,21,441,23.67136104,144
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,21,441,0,157
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,21,441,0,170
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,21,441,0,183
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,23,529,27.13546265,196
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,24,576,27.13546265,209
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,24,576,27.13546265,222
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,6,36,0,235
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,6,36,0,248
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,6,36,0,261
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,274
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,287
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,6,36,0,300
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,21,441,0,313
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,21,441,0,326
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,21,441,0,339
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,22,484,25.98076211,352
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,22,484,25.98076211,365
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,23,529,25.98076211,378
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,12,144,13.27905619,391
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,11,121,13.27905619,404
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,12,144,13.27905619,417
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,24,576,27.13546265,430
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,24,576,27.13546265,443
1,nist0015,NaN,NaN,NaN,1,NaN,NaN,NIST0015,NaN,NaN,NaN,nist0015,Klebsiella,Klebsiella pneumoniae,pneumoniae,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,23,529,27.13546265,456
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,10,100,12.12435565,2
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,11,121,12.12435565,15
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,10,100,12.12435565,28
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,36,1296,42.14656965,41
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,36,1296,42.14656965,54
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,37,1369,42.14656965,67
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,29,841,34.06366588,80
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,30,900,34.06366588,93
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Imipenem,30,900,34.06366588,106
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,16,256,0,119
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,16,256,0,132
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Doxycycline,16,256,0,145
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,17,289,19.05255888,158
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,17,289,19.05255888,171
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Azithromycin,16,256,19.05255888,184
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,30,900,35.21836642,197
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,31,961,35.21836642,210
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Meropenem,31,961,35.21836642,223
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,20,400,22.5166605,236
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,20,400,22.5166605,249
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Kanamycin,19,361,22.5166605,262
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,22,484,25.98076211,275
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,23,529,25.98076211,288
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ampicillin,23,529,25.98076211,301
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,18,324,21.36195996,314
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,19,361,21.36195996,327
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Tetracycline,19,361,21.36195996,340
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,21,441,24.82606158,353
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,21,441,24.82606158,366
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Chloramphenicol,22,484,24.82606158,379
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,14,196,15.58845727,392
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,13,169,15.58845727,405
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Polymyxin B,13,169,15.58845727,418
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,24,576,28.29016319,431
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,24,576,28.29016319,444
1,nist0016,NaN,NaN,NaN,1,NaN,NaN,NIST0016,NaN,NaN,NaN,nist0016,Salmonella,Salmonella enterica typhimurium TML,enterica Typhimurium TML,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ceftazidime,25,625,28.29016319,457
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,17,289,20.20725942,4
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,18,324,20.20725942,17
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Rifampin,18,324,20.20725942,30
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,29,841,32.90896534,43
1,nist0046,NaN,NaN,NaN,1,NaN,NaN,NIST0046,NaN,NaN,NaN,nist0046,Yersinia,Yersinia enterocolitica,enterocolitica,/labkey/_webdav/Cell_Phenotype/AMR/@files/Shaorong_Chen_No_3_10_7_2021_13_30_20 -> Antibiotic Resistance Data1 10-7-2021.xlsx,NaN,Ciprofloxacin,29,841,32.90896534,56
